,uID,Verb,Embedding,Context,Target,Prompt,ModalType,MatTense,MatSubjLemma,MatSubjPer,MatSubjNum,Embedding,genre,factive,mean.noTarget,sd.noTarget,Mean,SD,Reponses
646,SWBD-110,realize,negation,"A: Oh, well, what kind of paint did you use for the, um, bookends? B: Well, that's half the problem right there is that it was a oil base, so I had to get, and when I painted them, I didn't realize that we didn't have any turpentine or paint thinner or anything in the house. So I had it all over my hands. At first I didn't realize, you know, I had never painted anything,",so I didn't realize that I needed that.,he needed that,,past,I,first,singular,negation,SWBD,yes,NA,NA,0,2.5,"2, 1, 3, 2, -1, -3, 2, -3, -3"
647,SWBD-111,think,negation,"A: But, uh, my only complaint is I really don't enough time to look at the articles every day and go through a paper, you know, exhaust the details. So that's why I concentrate on weekly magazines. B: Do you think that the weekly magazines provide you with as much detail information as you'd like? A: Well, yes.",I don't think I have the time to really become a student in every article.,he has the time to really become a student in every article,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.9,1.286683938,"-2, -1, -3, -3, -2, 1, -3, -2, -1, -3"
648,SWBD-112,think,negation,"A: It was really kind of interesting because, Arsenio was asking him about, uh, what he thought of, uh, one of the other action guys. B: Really. A: God, I can't even remember the name. He said well, he wouldn't really talk about it.","Didn't want to talk about him because he didn't think he was such uh, a good action guy.",he was such a good action guy,,past,he,third,singular,negation,SWBD,no,NA,NA,-1,1.247219129,"-1, 0, -3, -2, -2, 1, -1, 0, 0, -2"
649,SWBD-113,think,negation,"A: Not that they won't appoint them but there is no budget for them, I guess. and the courthouse that goes with them and the bailiffs and the uh, court clerks. B: Huh.  Yeah. Whatever. A: So it seems, uh, no,",I do not think I would change it.,he would change it,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.375,1.060660172,"-2, -2, -1, 1, -2, -1, -2, -2"
650,SWBD-114,know,negation,"B: it's just a great cat, but. A: Well, my personal preference is a dog.","Uh, I don't know uh, that I would ever want a cat.",he would want a cat,,present,I,first,singular,negation,SWBD,yes,NA,NA,-2,0.755928946,"-2, -3, -2, -2, -1, -2, -1, -3"
651,SWBD-115,think,negation,"A: and then once they do get elected, they don't have the power or the authority or the willingness to do those things that they promised, you know, beforehand. B: Right. A: You know, maybe it just wasn't possible at all in the first place, you know, like the no new taxes thing. You know, that's, uh, with the economy going the way it is and everything, that was nearly ridiculous thing to, even try to do. B: Yeah.  Yeah.","Well, I don't think he's going to have to worry about that next year.",he's going to have to worry about that next year,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.375,0.51754917,"-2, -2, -3, -3, -2, -3, -2, -2"
652,SWBD-116,realize,negation,"A: Oh, oh yeah, and every time you see one hit on the side of the road you say is that my cat. B: Uh-huh. A: And you go crazy thinking it might be yours. B: Right,",well I didn't realize my husband was such a sucker for animals until I brought one home one night.,her husband was such a sucker for animals,,past,I,first,singular,negation,SWBD,yes,NA,NA,2.222222222,1.6414763,"2, 3, 3, 3, 2, 3, -2, 3, 3"
653,SWBD-117,see,negation,"B: until they're older and then they look back. A: Yeah, it's true, um. what are some other questions they have, I'm not sure. I know my parents are growing up, I guess they never spent much time watching TV.","In fact, I've never seen my mom turn on the TV,",his mom would turn on the TV,,past,I,first,singular,negation,SWBD,yes,NA,NA,-2.75,0.46291005,"-2, -3, -3, -3, -3, -2, -3, -3"
654,SWBD-118,say,negation,"B: Oh, it does. Uh, I have four sons myself, and the youngest is twenty-eight. So they are all pretty well grown up and they all went through it, you know, going through high school and everything and knock wood that, uh, they have not,","well I won't say they didn't try it, uh,",his sons didn't try it,,future,I,first,singular,negation,SWBD,no,NA,NA,-1,1.069044968,"0, -1, 0, -1, 0, -2, -1, -3"
655,SWBD-119,say,negation,"A: Uh, I, the cynical side of me says that, you know, it was more for, uh, the domestic political situation than for anything else. You know, you know, and for portraying Bush is a strong President. B: Huh, yeah, okay.  Sure. A: Uh, I mean my gut feeling is that, you know, he pretty much picked the fight uh, with, um, Hussein. B: Uh-huh. A:",I mean I'm not saying at all that Hussein wasn't quite willing to enter that fight.,Hussein wasn't quite willing to enter that fight,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.1,1.969207398,"-1, -3, -2, -3, -2, 3, -3, 0, -1, 1"
656,SWBD-12,say,conditional,"B: And other than that I do not think it should be allowable. I think it should be illegal for them to want to do that. it's kind of the big brother syndrome, I mean, I just, anything like that just kind of scares me. A: I tend to view it, even though I don't think I'd work for a company that did that, I sort of want to defend an employer's rights uh, in addition to an individual's rights, but an employer, really, I think, has the right to hire someone on any basis they want to B: Right. A:","and if they say they don't want smokers, I sort of feel like an employer should have the right to decide whether they want to allow that.",they don't want smokers,,future,they,third,plural,conditional,SWBD,no,NA,NA,0.7,0.948683298,"0, 0, 1, 0, 1, 1, 3, 0, 0, 1"
657,SWBD-120,think,negation,"B: And I don't think that rehabilitation is effective. A: Right. Have to agree with you, and I'm kind of in favor of capital punishment also.","I just don't think that it acts much as a deterrent to these people because, uh, you still see them committing the same crimes,",it acts much as a deterrent to these people,,present,I,first,singular,negation,SWBD,no,NA,NA,-2,0.534522484,"-2, -2, -3, -2, -2, -2, -2, -1"
658,SWBD-121,see,negation,"B: Uh-huh. Yeah, I don't think switching back and forth is that big a deal. I think people need to understand more like what a meter is, instead of how many feet in a meter or something. Just get used to using all the terms. Because someone says a kilogram, no one knows what that is. A: Everyone wants a conversion of that before kind of recognizing it as a concept to hold in mind. B: Yeah. A:","Uh, I don't see that, it can change it very quickly.",it can change it very quickly,,present,I,first,singular,negation,SWBD,yes,NA,NA,1.6,2.011080417,"2, 3, 1, 3, 3, -2, 3, 2, 3, -2"
659,SWBD-122,believe,negation,"A: so you hear so much, you get a little tired of it, but then again, so many people you got to understand only catch it once a day, maybe B: Yep. A: but I think the quality of uh, our news is just, uh,",I don't believe it could be better,it could be better,,present,I,first,singular,negation,SWBD,no,NA,NA,-2,0.471404521,"-2, -2, -1, -2, -2, -2, -2, -3, -2, -2"
660,SWBD-123,think,negation,"A: I've never heard that one, that's very nice. Oh, so I'm all for the metric system and converting over and I think, I guess, my feeling is the way to do it is to just start giving weights, you know, have a very brief transition period and then just start giving weights and kilometers, er, just as in kilometers and weights and kilograms and everything like that and, uh, just have people start using it rather than having people constantly trying to convert. Remember me getting a package of something that said one pound, this is a package of dates mind you, was, presumably something you weigh fairly precisely, it said one pound and then in parenthesis it said four hundred fifty-four point six grams. B: Right, right. A: And, as near as I could tell, seeing that was basically anti-metric propaganda cause anyone who would say, well look I can either buy a pound of something at four hundred sixty-four point six grams which, of course, they couldn't weigh it out accurately anyway, um, every time I see something like that I think, well, that's an anti-metric argument. B: Yeah.","Well, uh, I don't think it could ever happen with a quick transition.",it could happen with a quick transition,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.454545455,0.687551651,"-3, -1, -2, -3, -2, -2, -2, -3, -3, -3, -3"
661,SWBD-124,think,negation,"A: Okay, looks like we're ready to go. Capital punishment, uh, the problem I have with capital punishment is that, uh, uh, it's supposed to be a deterrent to crime, but I don't think that it really actually does that.","I don't think it deters anybody, because most of the time crimes uh, are committed without any thought to the consequences",it deters somebody,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.2,0.918936583,"0, -2, -3, -3, -2, -2, -2, -3, -3, -2"
662,SWBD-125,think,negation,"A: No, I had moved away. B: No, uh-huh. A: I had taken the first one back.",I didn't think that it heated well enough.,it heated well enough,,past,I,first,singular,negation,SWBD,no,NA,NA,-1.333333333,2.14617348,"1, -2, -3, -3, -1, -2, -3, -2, -3, 3, -3, 2"
663,SWBD-126,know,negation,"A: and I'm just like, well, uh, I'm not even going to think much about it if you're going to treat me with this much respect even before you've gotten to know me. B: Yeah.  Right.  Right. that's basically my opinion on it, right there, is that it's just, you know, I was in the same sort of situation as, it was a job interview and then you had a physical, where you were drug tested, and it's, I just, and I know people who have been drug tested and who have not, you know, been hired by a corporation which, uh, you know, I really. The other side of it is, besides its being an invasion of personal privacy, it's my bodily fluid and I don't really want you to look at it, or something pretty basic like that, A: Uh-huh. B:",just to the fact that I don't know that it is a company's business to regulate what its employees are doing when they're not at work.,it is a company's business to regulate what its employees are doing when they're not at work,,present,I,first,singular,negation,SWBD,yes,NA,NA,-1.416666667,1.729862492,"3, -1, -1, -1, -3, -3, -2, -1, -3, -2, 0, -3"
664,SWBD-127,think,negation,"B: And I've worked in the hospital for fifteen years and I've taken care of a few AIDS patients. A: Uh-huh. B: Uh, when they asked us did we want to, uh, keep it the same or, uh, spend more, spend less, uh, I think right now what they're spending is adequate. Uh, for my personal opinion. Uh, because I think it's something that's going to take them a while to come up with a, uh, vaccine for. A: Yeah.  Uh-huh.  Uh-huh. B:",I don't think it's going to be that easy to come up with,it is going to be that easy to come up with,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.2,0.632455532,"-2, -2, -3, -1, -2, -2, -2, -3, -3, -2"
665,SWBD-128,see,negation,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion.",Seems like it takes so long between conviction and carrying out the penalty that I don't see that it makes any difference to sentence anybody.,it makes any difference to sentence someone,,present,I,first,singular,negation,SWBD,yes,NA,NA,-2.125,0.640869944,"-2, -3, -3, -1, -2, -2, -2, -2"
666,SWBD-129,know,negation,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,",and I don't know that it might do them a little bit of good to see the world from a different perspective.,it might do teenagers a little bit of good to see the world from a different perspective,,present,I,first,singular,negation,SWBD,yes,NA,NA,0.625,1.767766953,"3, 1, 2, -1, 1, -1, 2, -2"
667,SWBD-13,figure,conditional,"A: Yeah, they did. They put a lot of pressure on him from the outside and from the inside. Uh, it's funny watching them play, he's probably like a lot of quarterbacks, uh, when the pressure is really on when it's down to the last few minutes of the game for the season is when the guys seem to really do their best. B: Uh-huh. A: And I haven't quite figured that out,","if they figure they have got it won or if there's no real hurry because the first three quarters or, uh, uh, if something happens that that adrenalin starts flowing.",they have got it won,,present,they,third,plural,conditional,SWBD,no,NA,NA,-0.125,0.353553391,"-1, 0, 0, 0, 0, 0, 0, 0"
668,SWBD-130,think,negation,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:","and I don't think it needs to be the mothers,",it needs to be the mothers,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.363636364,1.858640755,"-3, -2, 1, -3, 1, -1, 2, -3, -2, -2, -3"
669,SWBD-131,think,negation,"A: Okay, looks like we're ready to go. Capital punishment, uh, the problem I have with capital punishment is that, uh, uh, it's supposed to be a deterrent to crime,",but I don't think that it really actually does that.,it really actually does that,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.9,0.875595036,"-2, -2, -3, -2, -2, -3, -2, -2, -1, 0"
670,SWBD-132,think,negation,"A: Well, do you think it's, should be illegal for an employer to do this or, B: Uh, I really think it should be, except as I've mentioned twice now, in the specified industries or jobs, because there are certain things where it's just vital that a person is clear minded at all times. A: Yeah. B:",And other than that I do not think it should be allowable.,it should be allowable,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.375,1.922609833,"-3, -2, 1, -2, 2, -1, -3, -3"
671,SWBD-133,think,negation,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:","Uh, I don't even think that it should be unanimous either. Uh,",it should be unanimous,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.6,0.966091783,"-2, -1, -2, -3, -2, 0, -2, -2, 0, -2"
672,SWBD-134,think,negation,"B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B:",I just don't think it was a well thought out incentive.,it was a well thought out incentive,,present,I,first,singular,negation,SWBD,no,NA,NA,-2,0.755928946,"-2, -2, -2, -1, -1, -3, -3, -2"
673,SWBD-135,think,negation,"B: How about Ghost? A: we saw, an, we liked it","but, you know, I didn't think it was as good as all the, uh, hype was about it.",it was as good as all the hype was about it,,past,I,first,singular,negation,SWBD,no,NA,NA,-2,0.707106781,"-2, -1, -2, -2, -3, -3, -1, -2, -2"
674,SWBD-136,realize,negation,"B: Schwartzkopf knew what had to be done and it's too bad that he just didn't have the ability just to do it, you know, uh, the go ahead to do it. A: Yeah. B: Because he had the fu-, he knew what was going to happen, more than any of us.","Because I didn't realize that, um, it was going to make such a mess.",it was going to make such a mess,,past,I,first,singular,negation,SWBD,yes,NA,NA,-1.375,1.685018016,"2, 0, -1, -2, -3, -2, -2, -3"
675,SWBD-137,know,negation,"B: Oh, she was just funny. A: Really? B: She was really funny. And her character was good.",I don't know that it was her in particular but just the character.,it was her in particular,,present,I,first,singular,negation,SWBD,yes,NA,NA,-0.111111111,1.166666667,"1, 0, -2, -1, 0, 0, -1, 0, 2"
676,SWBD-138,think,negation,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use.","And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it",it was his fault,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.777777778,0.833333333,"-2, -1, -3, -1, -2, -1, -2, -3, -1"
677,SWBD-139,realize,negation,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:",I didn't realize it was that expensive.,it was that expensive,,past,I,first,singular,negation,SWBD,yes,NA,NA,-0.1,1.663329993,"-2, 1, 3, -3, -1, 0, 0, 0, 0, 1"
678,SWBD-14,know,conditional,"B: Then I have another daughter in, uh, Bountiful, Utah and she has to work full-time and it's just tearing her apart. She has a private baby-sitter. A: Yeah. B: And, uh, the baby just screams. I mean, the baby is like seventeen months and she just screams. A: Uh-huh. B:",Well even if she knows that they're fixing to get ready to go over there.,they're fixing to get ready to go over there,,present,she,third,singular,conditional,SWBD,yes,NA,NA,0.666666667,1.154700538,"0, 1, 0, 0, 0, 0, 3, 1, 0, 2, -1, 2"
679,SWBD-140,think,negation,"A: and if they weren't spending all the money on drug testing, people could have got a raise. So, see, you know, there's different, I think that's more of a personal view of mine other than a yes, sir, we should have drug testing because there's really a problem B: Uh-huh. A: and I know that. But then, I have other views to it. B:",I didn't think it was that expensive because my son was in probably a week and a half period,it was that expensive,,past,I,first,singular,negation,SWBD,no,NA,NA,-1.583333333,0.900336637,"-2, -2, -1, -2, -2, -2, -2, -3, -1, -2, 0, 0"
680,SWBD-141,notice,negation,"A: and that rolling kind of, uh, B: Terrain. A: Yeah. is fairly famili-,. The thing that I thought was interesting was that the critics, apparently it's going to win everything. B: Really? A:","Uh, and I had been told, you know, you wouldn't notice that it was three hours long, and all this, kind of,",it was three hours long,,past,you,second,unknown,negation,SWBD,yes,NA,NA,1.666666667,1.322875656,"3, -1, 2, 2, 3, 1, 1, 1, 3"
681,SWBD-142,think,negation,"B: I did, too. A: I mean, it was just more for my money. B: Yeah.",I didn't think it was too long at all.,it was too long,,past,I,first,singular,negation,SWBD,no,NA,NA,-2.111111111,1.615893286,"-3, -3, -2, -3, -2, -3, 2, -3, -2"
682,SWBD-143,think,negation,"B: That's true. A: So. B: Uh, the other argument is that the death penalty is a deterrent and I really don't, uh, agree with that. I don't think anyone who would commit uh, a crime that would get them the death penalty would stop at the moment and say, well, I was about to kill and dismember this person but, oh, if they catch me they're going to kill me so I better not do it.","I just, don't think uh, that it works that way.",it works that way,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.375,1.597989809,"-1, -1, -3, 2, -1, -2, -3, -2"
683,SWBD-144,think,negation,"B: Uh-huh, uh-huh. How's that? I haven't seen that. A: I like it a lot. It's real different.","In fact, they never thought it would be a hit.",it would be a hit,,past,they,third,plural,negation,SWBD,no,NA,NA,-0.363636364,1.80403588,"-3, 1, 2, 1, 1, 0, 0, -3, -2, -2, 1"
684,SWBD-145,think,negation,"A: I don't think it's done. I don't think we run it as a deterrent. I mean people say that, but, I mean, if it was really a deterrent, I mean I think like horse thieves in the old west, you know, they saw other horse thieves hanging by the necks every once in a while. B: Uh-huh. A: And if it was really seriously going to be a deterrent, I would think that it would be public.",I mean I don't think it would be this private thing because nobody ever sees it.,it would be this private thing,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.555555556,1.424000624,"-1, 2, -2, -2, -2, -2, -2, -2, -3"
685,SWBD-146,think,negation,"B: but, you know, for other kind of cans, it'd probably only take aluminum cans like that, don't they. A: Yeah, I don't, yeah,","I don't think it would crush steel cans,",it would crush steel cans,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.2,0.632455532,"-2, -2, -3, -3, -2, -2, -2, -2, -3, -1"
686,SWBD-147,see,negation,"B: Uh, if they've got these bins for all the other little items, I'm sure if people will have batteries, uh, you know, quite often to toss out. A: Right, that's true. ","Uh, when I was home those few days around Thanksgiving and uh, the truck came by, well, we all ran out to watch it because, you know, we'd never really seen it pick up our stuff",it would pick up their stuff,,past,we,first,plural,negation,SWBD,yes,NA,NA,0.166666667,1.337115847,"0, -1, 2, 0, -1, 0, -2, -1, 2, 1, 2, 0"
687,SWBD-148,occur,negation,"B: That throws the budget out of whack real fast. A: Well, we actually planned for about one year. B: Oh, good. A:","Uh, that God because,, it never occurred to us that it would take seven months.",it would take seven months,,past,it,third,singular,negation,SWBD,no,NA,NA,-1.5,0.9258201,"-2, -1, -3, -1, -2, 0, -2, -1"
688,SWBD-149,think,negation,"B: yeah, obviously we don't have any and I think that's part of the role reversal, is it's okay to get married and not have kids. A: Oh yeah. B: And I think society for such a long time said, well, you know, you're married, now you need to have your family",and I don't think it's been until recently that they had decided that two people was a family.,it's been until recently that they had decided that two people was a family,,present,I,first,singular,negation,SWBD,no,NA,NA,1.25,1.832250763,"2, -3, 2, 3, 2, 2, 1, 1"
689,SWBD-15,know,conditional,"A: it's nice when it makes, a lot because you can feed your own family. And then, B: Yeah, because when I make this chicken casserole it makes a real big casserole and then another one that I freeze. A: Uh-huh. B:","or I give it to my Mom and Dad if I know we're not going to eat,",they're not going to eat,,present,I,first,singular,conditional,SWBD,yes,NA,NA,0.545454545,1.035725481,"0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0"
690,SWBD-150,think,negation,"B: That's true. A: So. B: Uh, the other argument is that the death penalty is a deterrent and I really don't, uh, agree with that. I don't think anyone who would commit uh, a crime that would get them the death penalty would stop at the moment and say, well, I was about to kill and dismember this person but, oh, if they catch me they're going to kill me so I better not do it. I just, don't think uh, that it works that way. A: Yeah. ",I don't think it's done.,it's done,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.818181818,1.328019715,"-2, -2, 2, -2, -3, -2, -2, -2, -2, -3, -2"
691,SWBD-151,know,negation,"A: Well, uh, and that's an idea that's been kicked around for a long time.","I don't know that it's ever been seriously considered, uh, as far as close to passing, uh, any legislation or anything like that.",it's ever been seriously considered,,present,I,first,singular,negation,SWBD,yes,NA,NA,-1.666666667,1.224744871,"-2, -2, -1, -3, 0, -1, -3, -3, 0"
692,SWBD-152,think,negation,"A: No, I don't either. B: Uh, I mean it's, you know it, A:",I don't think it's going to change very much,it's going to change very much,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.090909091,0.301511345,"-2, -2, -2, -2, -2, -2, -2, -3, -2, -2, -2"
693,SWBD-153,think,negation,"B: But, uh, if the wind comes basically from the south it can be really bad. A: Uh-huh. B: Uh, the State of Wisconsin, as a matter of fact, uh, started some litigation against Illinois because of the air pollution we were getting. A: Uh-huh. B:","Uh, I don't think it's going to go very far,",it's going to go very far,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.125,0.83452296,"-1, -1, -2, -3, -3, -3, -2, -2"
694,SWBD-154,think,negation,"A: I suppose so. Let me push the button. B: All right. A: Okay, uh, I guess I'm supposed to be all for switching to the metric system, but, uh, I sense that it's not going to happen anytime soon. B: Yeah,","I don't think it's going to happen either,",it's going to happen,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.4,0.516397779,"-2, -2, -3, -2, -3, -2, -2, -2, -3, -3"
695,SWBD-155,seem,negation,"A: for the moment, and that's what really is getting me about what George Bush's stand on the budget is right now is that he is saying, I am going to give you this ludicrous little tax cut so that you'll be happy come November, and you'll elect me again B: Uh-huh.  Uh-huh. A: and then I'm going to go on and just forget everything that I said B: Uh-huh. A:","or you know, it doesn't seem that it's going to make much of a difference.",it's going to make much of a difference,,present,it,third,singular,negation,SWBD,no,NA,NA,-1.363636364,1.80403588,"-2, -2, -2, -2, -3, -2, -1, 3, -2, 1, -3"
696,SWBD-156,think,negation,"B: Yeah. Well, that's the guy that counts. A: Yes. But, maybe we'll get your guy. B:","Oh, I don't think Jim Kelly is about to be swayed away from the Bills any time.",Jim Kelly is about to be swayed away from the Bills any time,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.375,0.51754917,"-2, -2, -3, -2, -2, -3, -3, -2"
697,SWBD-157,know,negation,"A: Uh, such like, maybe in murder they get to choose whether it's, uh, premeditated or one or two of the lesser degrees. The other thing that juries are restricted on and at least to me this has been one of the frustrating things even in my own experiences, that you usually don't get to hear all the information. B: Yeah. A: It's what information is presented","and, uh, I don't know that juries have a right to know more because in a sense we call those safeguards,",juries have a right to know more,,present,I,first,singular,negation,SWBD,yes,NA,NA,-1.181818182,1.167748416,"-2, -2, 0, -2, -1, -1, -3, 0, -1, -2, 1"
698,SWBD-158,think,negation,"B: Well, that's true. A: I think that's really the only thing. I guess where I would like to see the system change is, uh, uh, there ought to be a","well I guess I don't think that, uh, uh, juries need to decide sentencing all the time.",juries need to decide sentencing all the time,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.583333333,1.56427929,"-1, 2, -2, -2, -2, -3, -2, 1, -2, -3, -3, -2"
699,SWBD-159,think,negation,"A: Yeah, but that, doesn't mean, B: But that doesn't eliminate it, does it? A:",I don't think making laws will stop it.,making laws will stop it,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.272727273,0.646669791,"-3, -2, -3, -3, -3, -2, -1, -2, -2, -2, -2"
700,SWBD-16,think,conditional question,"B: anybody tries to hurt them I won't even blink, A: I know,  No. I understand that.","uh, what if you think someone's trying to hurt them and you make a mistake?",someone's trying to hurt them,,future,you,second,unknown,question,SWBD,no,NA,NA,0.125,1.246423455,"-2, -1, 0, 0, 1, 0, 1, 2"
701,SWBD-160,think,negation,"A: Oh, I can't either, not a one. B: And I know at least in the medical field, it seems like they've come out with a lot further advances as far as female medications and things since women have gotten into the doctor field. A: Uh-huh. B:",I don't think that men really took the time to work on that sort of thing.,men really took the time to work on that sort of thing,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.444444444,0.527046277,"-2, -2, -3, -3, -2, -2, -2, -3, -3"
702,SWBD-161,think,negation,"B: Yeah. How about Mister Rogers, is he still around? A: Yes. Yeah. They still show Mister Rogers.","I don't think he's making new ones,",Mister Rogers is making new Mister Rogers,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.111111111,0.78173596,"-2, -1, -1, -3, -3, -2, -2, -3, -2"
703,SWBD-162,think,negation,"A: What do you think about Robin Hood? B: Well, I work for school district and, uh, it has hurt us a lot. Uh, there has to be some way, I think, to equalize education opportunities. But, uh, you know, I think, especially big government, tends to think that the solution to everything is to throw money at it. And I don't, you know, that's just not true.","you know, I don't think money is going to take the place of intelligence or, uh, problem solving skills.",money is going to take the place of intelligence,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.5,0.534522484,"-3, -3, -2, -2, -3, -3, -2, -2"
704,SWBD-163,think,negation,"B: like the customer is always right and you know, no matter how crabby you might be over the phone, they are very understanding and, uh, they ma- make sure things are set properly if you're any way dissatisfied with their merchandise. A: That's really good. It use to be like that. B: Uh-huh. A: But, ",I don't think most places are like that anymore.,most places are like that anymore,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.8,1.475729575,"2, -3, -2, -2, -2, -2, -1, -3, -2, -3"
705,SWBD-164,believe,negation,"B: That sounds really good. I read a thing, I don't even remember if it was in the Dallasite or the Insite one, about uh, companies allowing you, and they said that TI was looking into it, to purchase extra vacation days. Which I thought sounded like a good idea. You know, if you've been there, you know, under five years you get two weeks of vacation but that's really not enough and you want an extra week, then you can purchase an extra week of vacation by saying, okay, I'm going to want an extra five days this year and they'll take a set amount out of each paycheck, you know, and they're deducting it all along, so you can have an extra five days off and be paid for them at the time, you know, you're really not being paid for them, the money is actually coming out of your own pocket, but it's coming out a little bit at a time instead of all at once, you know. So, that is kind of an idea that a lot of people sounded like that they were really interested in and TI said that they were looking into something like that so, A: Well, I could certainly, personally stand seeing them go to a standardized compensatory time for overtime. B: Uh-huh.  Uh-huh. A:","And I don't believe any of us would have to purchase any extra vacation days, if they did that.",none of the employees would have to purchase any extra vacation days if the company did that,,present,I,first,singular,negation,SWBD,no,NA,NA,0.875,2.167124494,"3, -3, 2, 2, 2, 2, 1, -2"
706,SWBD-165,think,negation,"B: and I'm just here for the rest of the stay. And so you know, I guess most of the time when I think about somebody going into a nursing home, it's more a case of where they are not able to look after their day-to-day needs. Yeah A: Uh-huh. B: they can look after a lot of things but there's some of the day-to-day needs that they just are not able to deal with physically anymore. Uh, I know none of my grandparents were in a nursing home. They generally were able to have someone care for them at home and they died. But they were all, goodness, younger than your grandparents. Like they were in their eighties. That type of thing. Uh, but I did, uh, you know, I guess, uh, when I think nursing home I do think of people that are not able to take care of themselves physically. Uh, A:",But I just don't think that nursing homes really do a very good job.,nursing homes really do a very good job,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.125,0.640869944,"-3, -3, -2, -2, -2, -2, -2, -1"
707,SWBD-166,realize,negation,"B: Yeah, and the ground will filter some of it but not all of it. A: No, not when you figure,",I didn't realize one cow produces that much manure,one cow produces that much manure,,past,I,first,singular,negation,SWBD,yes,NA,NA,1.25,0.707106781,"2, 1, 1, 2, 2, 0, 1, 1"
708,SWBD-167,think,negation,"A: Uh, at, uh, it's TCJC. Tarrant County Junior College. B: Oh. A: Yeah. B: Okay. A: And it's really enjoyable. I like it. And then they also, you know, do you think we could make laws to eliminate all corruption,",and I don't think we can make laws to eliminate anything anyplace totally.,people can make laws to eliminate something every place totally,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.083333333,0.514928651,"-2, -3, -2, -2, -2, -2, -2, -2, -2, -1, -3, -2"
709,SWBD-168,believe,negation,"A: Yeah, that's crazy. B: and then you come here in the Dallas area, um,",I don't believe that people should be allowed to carry guns in their vehicles.,people should be allowed to carry guns in their vehicles,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.636363636,0.504524979,"-2, -3, -2, -3, -3, -3, -3, -3, -2, -3, -2"
710,SWBD-169,seem,negation,"A: But, I mean, uh, is that a reflection then of what is really happening in the real world? If they keep giving everybody hundred year sentences,","and the people in various states, it does not seem that people want to be taxed to build more prisons. Or even for that matter, uh, repair uh, the lack of judges and other, uh,",people want to be taxes to build more prisons,,present,it,third,singular,negation,SWBD,no,NA,NA,-1.222222222,1.986062548,"1, -2, -3, -3, -2, -3, -2, 2, 1"
711,SWBD-170,think,negation,"B: but if they get the little tiny kids saving it now, in five years, when they get bigger, it'll work a little bit more, too. A: Yeah.  True. B: Because it's, we've all got to do it right now. I just, I really amazed to find out that, eighty per cent are filled now, in garbage fills. In five years we're supposed to be at max. A: Uh-huh. B:",I don't think I can keep my own garbage.,she can keep her own garbage,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.2,0.788810638,"-2, -1, -1, -2, -2, -2, -3, -3, -3, -3"
